pmid|biotype|identifier_type
17558849|disease|pmid
27596538|molecular interactions|pmid
25739118|molecular interactions|pmid
23023376|molecular interactions|pmid
10212213|molecular interactions|pmid
"18611384|doi:10.1016/j.str.2008.03.014|imex:IM-9288"|molecular interactions|pmid
8565075|molecular interactions|pmid
8162018|disease|pmid
10377182|disease|pmid
"32774160|imex:IM-28930"|molecular interactions|pmid
15317818|molecular interactions|pmid
26058080|molecular interactions|pmid
22449706|molecular interactions|pmid
14735197|disease|pmid
"22153078|imex:IM-16636"|molecular interactions|pmid
10358014|molecular interactions|pmid
18656705|disease|pmid
16807408|disease|pmid
29379285|molecular interactions|pmid
22863277|molecular interactions|pmid
12882960|molecular interactions|pmid
"24735925|imex:IM-22518"|molecular interactions|pmid
29234018|molecular interactions|pmid
14636580|molecular interactions|pmid
18055782|disease|pmid
26942676|molecular interactions|pmid
8652010|disease|pmid
18996842|molecular interactions|pmid
20577567|disease|pmid
15673687|genetic interaction|pmid
11786412|molecular interactions|pmid
30217970|molecular interactions|pmid
15086518|molecular interactions|pmid
20067578|molecular interactions|pmid
11586297|disease|pmid
16541433|disease|pmid
"17420479|doi:10.1073/pnas.0609771104|imex:IM-22799"|molecular interactions|pmid
22121102|disease|pmid
17170702|molecular interactions|pmid
23024849|disease|pmid
11306568|molecular interactions|pmid
19296538|disease|pmid
"imex:IM-24515|17762869"|molecular interactions|
doi:10.1101/2021.07.23.453470|molecular interactions|
15757502|molecular interactions|pmid
"23236152|doi:10.1073/pnas.1207673110|imex:IM-21293"|molecular interactions|pmid
20005840|molecular interactions|pmid
34453479|molecular interactions|pmid
12393887|molecular interactions|pmid
9572993|molecular interactions|pmid
17644091|molecular interactions|pmid
12716939|molecular interactions|pmid
18201705|disease|pmid
12788955|molecular interactions|pmid
8712689|disease|pmid
35114313|molecular interactions|pmid
8900141|molecular interactions|pmid
11213886|disease|pmid
10667475|disease|pmid
9851264|disease|pmid
16251897|disease|pmid
17158449|molecular interactions|pmid
12398767|molecular interactions|pmid
11376172|disease|pmid
32022419|molecular interactions|pmid
32736710|molecular interactions|pmid
23619563|disease|pmid
"7973707|imex:IM-28028"|molecular interactions|pmid
34903714|molecular interactions|pmid
"imex:IM-27134|27773430"|molecular interactions|
14733938|molecular interactions|pmid
9162089|molecular interactions|pmid
9041194|molecular interactions|pmid
26771714|molecular interactions|pmid
15147888|molecular interactions|pmid
25693804|molecular interactions|pmid
14975605|disease|pmid
31281901|molecular interactions|pmid
16322291|disease|pmid
31416196|molecular interactions|pmid
11779507|molecular interactions|pmid
12077335|molecular interactions|pmid
8567977|disease|pmid
21369698|disease|pmid
19033382|molecular interactions|pmid
16920332|molecular interactions|pmid
10051672|molecular interactions|pmid
16411190|disease|pmid
24581549|disease|pmid
23209776|molecular interactions|pmid
"mint:MINT-5221722|9349482"|molecular interactions|
27601467|molecular interactions|pmid
"27458164|imex:IM-26521"|molecular interactions|pmid
22034227|molecular interactions|pmid
19864598|disease|pmid
9603210|molecular interactions|pmid
2405400|disease|pmid
"20133701|doi:10.1073/pnas.0908656107|imex:IM-17407"|molecular interactions|pmid
2531657|molecular interactions|pmid
10457895|disease|pmid
22231400|molecular interactions|pmid
12665800|molecular interactions|pmid
21209461|molecular interactions|pmid
15878918|disease|pmid
"20713710|doi:10.1073/pnas.1007443107|imex:IM-16473"|molecular interactions|pmid
22976785|molecular interactions|pmid
9058374|molecular interactions|pmid
26475744|molecular interactions|pmid
20308691|molecular interactions|pmid
9288095|disease|pmid
26336112|disease|pmid
23871895|molecular interactions|pmid
19647520|molecular interactions|pmid
21205020|disease|pmid
16121196|molecular interactions|pmid
26067607|molecular interactions|pmid
12297049|molecular interactions|pmid
11120743|molecular interactions|pmid
30809309|molecular interactions|pmid
30206359|molecular interactions|pmid
"19581598|doi:10.1073/pnas.0811089106|imex:IM-14767"|molecular interactions|pmid
12402037|molecular interactions|pmid
"20399185|doi:10.1016/j.str.2010.01.017|imex:IM-15916"|molecular interactions|pmid
30896071|molecular interactions|pmid
17361185|molecular interactions|pmid
"15184888|imex:IM-20467"|molecular interactions|pmid
"imex:IM-21804|24282027"|molecular interactions|
12624279|disease|pmid
27365398|molecular interactions|pmid
10746731|molecular interactions|pmid
11163244|molecular interactions|pmid
"11748221|mint:MINT-5214956"|molecular interactions|pmid
24328678|molecular interactions|pmid
15773819|molecular interactions|pmid
20102411|molecular interactions|pmid
20522807|disease|pmid
"11796522|mint:MINT-6805860|doi:10.1210/en.143.2.655"|molecular interactions|pmid
10227395|disease|pmid
10491393|molecular interactions|pmid
34589082|molecular interactions|pmid
20133820|disease|pmid
29056230|disease|pmid
12865429|molecular interactions|pmid
11196199|molecular interactions|pmid
9232451|disease|pmid
27818144|molecular interactions|pmid
"19895577|mint:MINT-7288282|doi:10.1111/j.1742-4658.2009.07427"|molecular interactions|pmid
21750658|molecular interactions|pmid
23698468|molecular interactions|pmid
19564938|molecular interactions|pmid
14517219|molecular interactions|pmid
"21840310|imex:IM-16774|mint:MINT-8202684|doi:10.1016/j.febslet.2011.07.047"|molecular interactions|pmid
7777294|disease|pmid
21406692|molecular interactions|pmid
9012405|disease|pmid
30669939|molecular interactions|pmid
12759460|disease|pmid
12796492|molecular interactions|pmid
9731206|molecular interactions|pmid
9827693|molecular interactions|pmid
33009641|molecular interactions|pmid
10636977|disease|pmid
17548351|molecular interactions|pmid
12917407|molecular interactions|pmid
"22404908|imex:IM-17370"|molecular interactions|pmid
24499417|disease|pmid
8135823|molecular interactions|pmid
32360286|disease|pmid
26770441|disease|pmid
17531811|molecular interactions|pmid
29960014|disease|pmid
"11142386|imex:IM-26203"|molecular interactions|pmid
32619164|disease|pmid
"16603238|imex:IM-11832"|molecular interactions|pmid
22751121|molecular interactions|pmid
11960376|molecular interactions|pmid
24092988|disease|pmid
10194355|molecular interactions|pmid
16961714|disease|pmid
"27749002|imex:IM-29215"|molecular interactions|pmid
24909178|disease|pmid
doi:10.1101/2022.05.17.492198|molecular interactions|
27320910|molecular interactions|pmid
20603015|molecular interactions|pmid
908508|disease|pmid
29859926|molecular interactions|pmid
11439092|molecular interactions|pmid
31027880|molecular interactions|pmid
18057098|disease|pmid
15944398|molecular interactions|pmid
30380024|disease|pmid
21659603|molecular interactions|pmid
"21572390|imex:IM-15422|mint:MINT-8187247|doi:10.1038/emboj.2011.136"|molecular interactions|pmid
23370280|molecular interactions|pmid
19955185|molecular interactions|pmid
"11320080|mint:MINT-8286802|doi:10.1074/jbc.M010002200"|molecular interactions|pmid
14532117|molecular interactions|pmid
19782033|molecular interactions|pmid
21079688|molecular interactions|pmid
11375980|molecular interactions|pmid
10880512|molecular interactions|pmid
29689245|disease|pmid
"28506294|imex:IM-26827"|molecular interactions|pmid
12852856|molecular interactions|pmid
9988765|molecular interactions|pmid
16951681|disease|pmid
15907478|disease|pmid
30902544|molecular interactions|pmid
19606063|disease|pmid
11739381|molecular interactions|pmid
31806368|molecular interactions|pmid
18158899|molecular interactions|pmid
23206929|disease|pmid
10744069|disease|pmid
7774816|molecular interactions|pmid
17941720|disease|pmid
17327227|molecular interactions|pmid
12471037|molecular interactions|pmid
33415003|molecular interactions|pmid
31455361|molecular interactions|pmid
25342804|molecular interactions|pmid
19526193|disease|pmid
10330192|molecular interactions|pmid
11884610|molecular interactions|pmid
11160896|molecular interactions|pmid
12912990|molecular interactions|pmid
21632540|molecular interactions|pmid
9806903|molecular interactions|pmid
"21241894|imex:IM-15774"|molecular interactions|pmid
19251628|disease|pmid
7706261|molecular interactions|pmid
29713848|molecular interactions|pmid
11773071|molecular interactions|pmid
12537602|disease|pmid
12387898|molecular interactions|pmid
11903230|disease|pmid
11086993|molecular interactions|pmid
16832352|molecular interactions|pmid
19713535|molecular interactions|pmid
"10671526|mint:MINT-5212234"|molecular interactions|pmid
28362432|molecular interactions|pmid
23516550|molecular interactions|pmid
9452498|molecular interactions|pmid
17438265|molecular interactions|pmid
14751237|molecular interactions|pmid
9212353|disease|pmid
31855178|genetic interaction|pmid
9341175|molecular interactions|pmid
27713156|molecular interactions|pmid
11027271|molecular interactions|pmid
21216588|disease|pmid
23631129|disease|pmid
14690607|molecular interactions|pmid
16409643|molecular interactions|pmid
12845333|disease|pmid
19062044|disease|pmid
"19706542|doi:10.1073/pnas.0907539106|imex:IM-14797"|molecular interactions|pmid
20406884|molecular interactions|pmid
"16480949|imex:IM-20171"|molecular interactions|pmid
8647086|molecular interactions|pmid
22658722|molecular interactions|pmid
23720822|molecular interactions|pmid
31253779|molecular interactions|pmid
19245811|molecular interactions|pmid
19654187|molecular interactions|pmid
33101846|molecular interactions|pmid
14730304|molecular interactions|pmid
"imex:IM-18635|22020336"|molecular interactions|
"21278786|imex:IM-16543"|molecular interactions|pmid
26446840|molecular interactions|pmid
18082144|molecular interactions|pmid
25494214|molecular interactions|pmid
23128816|disease|pmid
20857416|molecular interactions|pmid
14746878|disease|pmid
3473077|disease|pmid
12237774|disease|pmid
15319445|molecular interactions|pmid
12446846|molecular interactions|pmid
12145749|disease|pmid
29955058|molecular interactions|pmid
23185624|disease|pmid
11576837|disease|pmid
11719843|disease|pmid
24187568|disease|pmid
14615539|molecular interactions|pmid
15911693|molecular interactions|pmid
12180795|disease|pmid
26450788|molecular interactions|pmid
20541704|molecular interactions|pmid
20127180|disease|pmid
"imex:IM-25736|17964261"|molecular interactions|
33096483|molecular interactions|pmid
22902626|molecular interactions|pmid
12842373|disease|pmid
7831648|disease|pmid
11509179|molecular interactions|pmid
14764920|disease|pmid
17626754|disease|pmid
12208736|molecular interactions|pmid
8144569|molecular interactions|pmid
22189209|disease|pmid
"26783301|imex:IM-27575"|molecular interactions|pmid
7803358|disease|pmid
doi:10.1101/2020.07.27.224089|molecular interactions|
"28734930|imex:IM-26955"|molecular interactions|pmid
22847007|molecular interactions|pmid
10085290|molecular interactions|pmid
10877839|molecular interactions|pmid
3029074|disease|pmid
"17563369|doi:10.1073/pnas.0700773104|imex:IM-22863"|molecular interactions|pmid
25996291|molecular interactions|pmid
18262338|disease|pmid
26045171|disease|pmid
15539404|disease|pmid
"18448434|mint:MINT-7216000|doi:10.1074/jbc.M710185200"|molecular interactions|pmid
19536452|disease|pmid
12808442|disease|pmid
24920754|genetic interaction|pmid
9774460|molecular interactions|pmid
10200280|molecular interactions|pmid
2884570|disease|pmid
11341920|molecular interactions|pmid
"25383668|doi:10.1038/nsmb.2916|imex:IM-24420"|molecular interactions|pmid
8700863|molecular interactions|pmid
12955082|molecular interactions|pmid
11435475|molecular interactions|pmid
12161514|disease|pmid
"mint:d-12-01274r2|23247210|mint:MINT-8402360"|molecular interactions|
26024592|disease|pmid
17533742|disease|pmid
34483932|molecular interactions|pmid
21576631|disease|pmid
25475870|disease|pmid
"17703191|imex:IM-11320|mint:MINT-5226445"|molecular interactions|pmid
11829741|molecular interactions|pmid
"imex:IM-27415|20884842"|molecular interactions|
30097011|molecular interactions|pmid
15790310|molecular interactions|pmid
18506008|disease|pmid
18697873|disease|pmid
15664191|molecular interactions|pmid
8397104|molecular interactions|pmid
10903893|molecular interactions|pmid
"19543265|doi:10.1038/nature08111|imex:IM-17849"|molecular interactions|pmid
26472337|molecular interactions|pmid
26157031|molecular interactions|pmid
18695677|molecular interactions|pmid
19363486|molecular interactions|pmid
"19893578|imex:IM-15541|mint:MINT-7307305|doi:10.1038/embor.2009.236"|molecular interactions|pmid
22005517|molecular interactions|pmid
15793240|disease|pmid
27791468|molecular interactions|pmid
12297306|molecular interactions|pmid
9596688|molecular interactions|pmid
23777204|disease|pmid
27114510|molecular interactions|pmid
16704535|disease|pmid
23066086|disease|pmid
31239290|molecular interactions|pmid
17507616|disease|pmid
8663071|molecular interactions|pmid
15024743|disease|pmid
29137415|molecular interactions|pmid
18501503|molecular interactions|pmid
30166453|molecular interactions|pmid
35483524|molecular interactions|pmid
2062380|disease|pmid
24453002|molecular interactions|pmid
29299163|molecular interactions|pmid
3322910|disease|pmid
11782467|genetic interaction|pmid
26033182|molecular interactions|pmid
"20543817|imex:IM-15017|mint:MINT-7988457|doi:10.1038/emboj.2010.123"|molecular interactions|pmid
16728705|disease|pmid
19041848|molecular interactions|pmid
"imex:IM-28748|31864703"|molecular interactions|
17686975|molecular interactions|pmid
18951086|molecular interactions|pmid
25622187|molecular interactions|pmid
9445165|disease|pmid
16678796|molecular interactions|pmid
19404486|disease|pmid
18323779|molecular interactions|pmid
14600259|molecular interactions|pmid
27729611|molecular interactions|pmid
26854234|molecular interactions|pmid
