source,target,relationship
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_17_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_17_breast,Donor/HBCA_Donor_17,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_17_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_18_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_18_breast,Donor/HBCA_Donor_18,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_18_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_19_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_19_breast,Donor/HBCA_Donor_19,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_19_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_2_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_2_breast,Donor/HBCA_Donor_2,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_2_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_20_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_20_breast,Donor/HBCA_Donor_20,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_20_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_21_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_21_breast,Donor/HBCA_Donor_21,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_21_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_22_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_22_breast,Donor/HBCA_Donor_22,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_22_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_23_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_23_breast,Donor/HBCA_Donor_23,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_23_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_24_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_24_breast,Donor/HBCA_Donor_24,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_24_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_25_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_25_breast,Donor/HBCA_Donor_25,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_25_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_26_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_26_breast,Donor/HBCA_Donor_26,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_26_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_27_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_27_breast,Donor/HBCA_Donor_27,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_27_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_28_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_28_breast,Donor/HBCA_Donor_28,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_28_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_29_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_29_breast,Donor/HBCA_Donor_29,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_29_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_3_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_3_breast,Donor/HBCA_Donor_3,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_3_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_30_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_30_breast,Donor/HBCA_Donor_30,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_30_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_31_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_31_breast,Donor/HBCA_Donor_31,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_31_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_32_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_32_breast,Donor/HBCA_Donor_32,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_32_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_33_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_33_breast,Donor/HBCA_Donor_33,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_33_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_34_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_34_breast,Donor/HBCA_Donor_34,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_34_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_35_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_35_breast,Donor/HBCA_Donor_35,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_35_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_36_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_36_breast,Donor/HBCA_Donor_36,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_36_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_37_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_37_breast,Donor/HBCA_Donor_37,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_37_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_38_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_38_breast,Donor/HBCA_Donor_38,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_38_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_39_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_39_breast,Donor/HBCA_Donor_39,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_39_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_4_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_4_breast,Donor/HBCA_Donor_4,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_4_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_40_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_40_breast,Donor/HBCA_Donor_40,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_40_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_41_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_41_breast,Donor/HBCA_Donor_41,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_41_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_42_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_42_breast,Donor/HBCA_Donor_42,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_42_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_43_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_43_breast,Donor/HBCA_Donor_43,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_43_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_44_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_44_breast,Donor/HBCA_Donor_44,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_44_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_45_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_45_breast,Donor/HBCA_Donor_45,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_45_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_46_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_46_breast,Donor/HBCA_Donor_46,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_46_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_47_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_47_breast,Donor/HBCA_Donor_47,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_47_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_48_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_48_breast,Donor/HBCA_Donor_48,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_48_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_49_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_49_breast,Donor/HBCA_Donor_49,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_49_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_5_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_5_breast,Donor/HBCA_Donor_5,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_5_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_50_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_50_breast,Donor/HBCA_Donor_50,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_50_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_51_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_51_breast,Donor/HBCA_Donor_51,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_51_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_52_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_52_breast,Donor/HBCA_Donor_52,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_52_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_53_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_53_breast,Donor/HBCA_Donor_53,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_53_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_54_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_54_breast,Donor/HBCA_Donor_54,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_54_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_55_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_55_breast,Donor/HBCA_Donor_55,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_55_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_6_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_6_breast,Donor/HBCA_Donor_6,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_6_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_7_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_7_breast,Donor/HBCA_Donor_7,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_7_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_8_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_8_breast,Donor/HBCA_Donor_8,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_8_breast,Organ/UBERON:0000310,hasOrgan
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_9_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_9_breast,Donor/HBCA_Donor_9,hasDonor
Dataset/be35c935-ee4f-475c-9d3c-97630d59a735_HBCA_Donor_9_breast,Organ/UBERON:0000310,hasOrgan
Dataset/c05fb583-eb2f-4e3a-8e74-f9bd6414e418_BM3_bone_marrow,Publication/10.1038/s41590-021-01059-0,linkedToPublication
Dataset/c05fb583-eb2f-4e3a-8e74-f9bd6414e418_BM3_bone_marrow,Donor/BM3,hasDonor
Dataset/c05fb583-eb2f-4e3a-8e74-f9bd6414e418_BM3_bone_marrow,Organ/UBERON:0002371,hasOrgan
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H18.30.001_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H18.30.001_middle_temporal_gyrus,Donor/H18.30.001,hasDonor
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H18.30.001_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H18.30.002_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H18.30.002_middle_temporal_gyrus,Donor/H18.30.002,hasDonor
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H18.30.002_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H19.30.002_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H19.30.002_middle_temporal_gyrus,Donor/H19.30.002,hasDonor
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H19.30.002_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H19.33.004_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H19.33.004_middle_temporal_gyrus,Donor/H19.33.004,hasDonor
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H19.33.004_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H200.1023_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H200.1023_middle_temporal_gyrus,Donor/H200.1023,hasDonor
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H200.1023_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H20.33.001_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H20.33.001_middle_temporal_gyrus,Donor/H20.33.001,hasDonor
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H20.33.001_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H20.33.014_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H20.33.014_middle_temporal_gyrus,Donor/H20.33.014,hasDonor
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H20.33.014_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H20.33.019_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H20.33.019_middle_temporal_gyrus,Donor/H20.33.019,hasDonor
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H20.33.019_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H20.33.030_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H20.33.030_middle_temporal_gyrus,Donor/H20.33.030,hasDonor
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H20.33.030_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H20.33.034_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H20.33.034_middle_temporal_gyrus,Donor/H20.33.034,hasDonor
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H20.33.034_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H20.33.043_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H20.33.043_middle_temporal_gyrus,Donor/H20.33.043,hasDonor
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H20.33.043_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H20.33.044_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H20.33.044_middle_temporal_gyrus,Donor/H20.33.044,hasDonor
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H20.33.044_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H21.33.003_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H21.33.003_middle_temporal_gyrus,Donor/H21.33.003,hasDonor
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H21.33.003_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H21.33.011_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H21.33.011_middle_temporal_gyrus,Donor/H21.33.011,hasDonor
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H21.33.011_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H21.33.019_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H21.33.019_middle_temporal_gyrus,Donor/H21.33.019,hasDonor
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H21.33.019_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H21.33.022_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H21.33.022_middle_temporal_gyrus,Donor/H21.33.022,hasDonor
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H21.33.022_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H21.33.025_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H21.33.025_middle_temporal_gyrus,Donor/H21.33.025,hasDonor
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H21.33.025_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H21.33.028_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H21.33.028_middle_temporal_gyrus,Donor/H21.33.028,hasDonor
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H21.33.028_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H21.33.030_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H21.33.030_middle_temporal_gyrus,Donor/H21.33.030,hasDonor
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H21.33.030_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H21.33.033_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H21.33.033_middle_temporal_gyrus,Donor/H21.33.033,hasDonor
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H21.33.033_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H21.33.037_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H21.33.037_middle_temporal_gyrus,Donor/H21.33.037,hasDonor
